timestamp,temperature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON
2024-01-11 16:22:00,13,10,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:23:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:23:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:24:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:24:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:24:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:24:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:25:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:25:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:25:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:26:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:27:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:28:00,13,11,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:28:00,13,2,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:28:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:28:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:28:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:29:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:29:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:29:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:30:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:30:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:31:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:32:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:32:00,13,14,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:32:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:32:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:33:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:33:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:34:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:34:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:35:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:35:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:35:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:35:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:36:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:36:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:36:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:37:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:37:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:37:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:37:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:38:00,13,10,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:38:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:38:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:38:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:39:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:39:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:39:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:39:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:40:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:40:00,13,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:40:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:40:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:40:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:41:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:41:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:41:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:41:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:42:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:42:00,13,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:42:00,13,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:42:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:43:00,13,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:43:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:43:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:44:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:44:00,13,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:44:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:44:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:44:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:44:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:45:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:45:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:45:00,13,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:46:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:46:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:46:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:47:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:47:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:47:00,12,12,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:47:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:48:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:48:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:48:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:49:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:49:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:49:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:49:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:50:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:50:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:51:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:51:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:52:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:52:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:52:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:52:00,12,10,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:53:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:53:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:53:00,13,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:53:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:54:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:54:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:54:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:54:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:55:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:55:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:55:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:55:00,12,3,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:55:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:56:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:56:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:56:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:57:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:57:00,12,10,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:57:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:57:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:58:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:58:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:58:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:58:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:59:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:59:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:59:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 16:59:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:00:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:00:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:00:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:00:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:01:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:01:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:01:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:01:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:01:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:02:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:02:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:02:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:02:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:03:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:03:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:03:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:03:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:04:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:04:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:04:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:04:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:05:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:05:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:05:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:05:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:06:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:06:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:06:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:06:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:06:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:07:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:07:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:07:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:08:00,12,11,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:08:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:08:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:08:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:08:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:09:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:09:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:09:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:10:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:10:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:11:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:11:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:11:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:11:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:12:00,12,11,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:12:00,12,3,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:12:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:12:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:12:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:12:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:13:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:13:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:13:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:14:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:14:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:14:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:14:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:15:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:15:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:15:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:15:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:16:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:16:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:16:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:16:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:17:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:17:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:17:00,12,10,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:18:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:18:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:18:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:19:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:19:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:19:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:20:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:20:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:20:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:21:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:21:00,12,3,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:21:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:21:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:21:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:22:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:22:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:22:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:22:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:23:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:23:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:23:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:23:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:24:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:24:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:24:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:25:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:25:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:25:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:25:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:26:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:26:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:26:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:27:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:27:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:27:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:28:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:28:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:29:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:29:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:29:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:29:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:30:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:30:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:30:00,12,4,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:30:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:31:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:31:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:31:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:31:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:32:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:32:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:32:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:32:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:32:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:33:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:33:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:33:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:33:00,12,0,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:34:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:34:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:35:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:35:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:35:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:36:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:36:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:36:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:36:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:37:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:37:00,12,12,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:37:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:38:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:38:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:38:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:39:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:39:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:39:00,12,0,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:40:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:40:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:41:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:41:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:41:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:42:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:42:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:42:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:42:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:42:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:43:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:43:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:43:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:43:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:44:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:44:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:45:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:45:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:45:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:46:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:46:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:47:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:47:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:47:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:48:00,12,0,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:48:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:48:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:49:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:49:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:49:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:49:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:49:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:50:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:50:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:50:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:50:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:51:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:51:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:51:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:51:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:52:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:52:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:52:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:53:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:53:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:53:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:53:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:54:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:54:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:54:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:55:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:55:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:55:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:55:00,12,0,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:55:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:56:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:56:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:56:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:56:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:57:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:57:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:57:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:58:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:58:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:58:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:58:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:59:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:59:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:59:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:59:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 17:59:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:00:00,12,4,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:00:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:00:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:00:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:01:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:01:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:01:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:01:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:01:00,12,0,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:02:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:02:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:02:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:02:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:03:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:03:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:03:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:03:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:04:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:04:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:04:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:04:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:05:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:05:00,12,7,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:05:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:05:00,12,6,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:05:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:06:00,12,8,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:06:00,12,9,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:06:00,12,5,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:06:00,12,4,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:06:00,12,3,100,255,255,255,1,0,0,1,1,0
2024-01-11 18:07:00,13,7,100,255,255,255,1,0,0,1,1,0
