date,temperature,humidity,water_level,N,P,K,Fan_actuator_OFF,Fan_actuator_ON,Watering_plant_pump_OFF,Watering_plant_pump_ON,Water_pump_actuator_OFF,Water_pump_actuator_ON
2/8/24 6:10,41,63,100,255,255,255,0,1,1,0,1,0
2/8/24 6:15,41,59,100,255,255,255,0,1,1,0,1,0
2/8/24 6:20,41,62,100,255,255,255,0,1,1,0,1,0
2/8/24 6:05,40,60,100,255,255,255,0,1,1,0,1,0
2/8/24 6:00,39,61,100,255,255,255,0,1,1,0,1,0
1/18/24 6:02,38,64,100,255,255,255,0,1,1,0,1,0
1/18/24 6:07,38,65,100,255,255,255,0,1,1,0,1,0
1/18/24 6:12,38,64,100,255,255,255,0,1,1,0,1,0
1/18/24 5:02,37,62,100,255,255,255,0,1,1,0,1,0
1/18/24 5:07,37,63,100,255,255,255,0,1,1,0,1,0
1/18/24 5:12,37,61,100,255,255,255,0,1,1,0,1,0
1/18/24 5:17,37,64,100,255,255,255,0,1,1,0,1,0
1/18/24 5:22,37,61,100,255,255,255,0,1,1,0,1,0
1/18/24 5:37,37,63,100,255,255,255,0,1,1,0,1,0
1/18/24 5:42,37,66,100,255,255,255,0,1,1,0,1,0
1/18/24 5:47,37,62,100,255,255,255,0,1,1,0,1,0
1/18/24 5:52,37,64,100,255,255,255,0,1,1,0,1,0
1/18/24 5:57,37,63,100,255,255,255,0,1,1,0,1,0
1/18/24 6:17,37,64,100,255,255,255,0,1,1,0,1,0
1/25/24 3:46,37,71,100,255,255,255,0,1,1,0,1,0
2/8/24 5:20,37,61,100,255,255,255,0,1,1,0,1,0
2/8/24 5:25,37,61,100,255,255,255,0,1,1,0,1,0
2/8/24 5:35,37,61,100,255,255,255,0,1,1,0,1,0
2/8/24 5:55,37,59,100,255,255,255,0,1,1,0,1,0
1/14/24 5:50,36,49,0,255,255,255,0,1,1,0,0,1
1/14/24 5:51,36,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:52,36,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:52,36,48,66,255,255,255,0,1,1,0,0,1
1/14/24 5:52,36,47,0,255,255,255,0,1,1,0,0,1
1/14/24 5:52,36,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:53,36,47,0,255,255,255,0,1,1,0,0,1
1/14/24 5:53,36,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:53,36,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:54,36,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:54,36,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:54,36,49,0,255,255,255,0,1,1,0,0,1
1/14/24 5:54,36,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:55,36,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:55,36,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:55,36,48,3,255,255,255,0,1,1,0,0,1
1/14/24 5:55,36,51,2,255,255,255,0,1,1,0,0,1
1/14/24 5:56,36,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:56,36,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:56,36,47,0,255,255,255,0,1,1,0,0,1
1/18/24 4:52,36,65,100,255,255,255,0,1,1,0,1,0
1/18/24 4:57,36,63,100,255,255,255,0,1,1,0,1,0
1/18/24 5:27,36,64,100,255,255,255,0,1,1,0,1,0
1/18/24 5:32,36,62,100,255,255,255,0,1,1,0,1,0
1/25/24 3:01,36,66,100,255,255,255,0,1,1,0,1,0
1/25/24 3:06,36,69,100,255,255,255,0,1,1,0,1,0
1/25/24 3:11,36,68,100,255,255,255,0,1,1,0,1,0
1/25/24 3:16,36,68,100,255,255,255,0,1,1,0,1,0
1/25/24 3:21,36,67,100,255,255,255,0,1,1,0,1,0
1/25/24 3:26,36,66,100,255,255,255,0,1,1,0,1,0
1/25/24 3:31,36,65,100,255,255,255,0,1,1,0,1,0
1/25/24 3:36,36,68,100,255,255,255,0,1,1,0,1,0
1/25/24 3:41,36,70,100,255,255,255,0,1,1,0,1,0
1/25/24 3:51,36,68,100,255,255,255,0,1,1,0,1,0
1/25/24 3:56,36,68,100,255,255,255,0,1,1,0,1,0
1/25/24 4:01,36,69,100,255,255,255,0,1,1,0,1,0
1/25/24 4:06,36,65,100,255,255,255,0,1,1,0,1,0
1/25/24 4:11,36,70,100,255,255,255,0,1,1,0,1,0
2/5/24 2:50,36,61,100,255,255,255,0,1,1,0,1,0
2/5/24 2:55,36,59,100,255,255,255,0,1,1,0,1,0
2/5/24 3:00,36,62,100,255,255,255,0,1,1,0,1,0
2/7/24 5:45,36,61,100,255,255,255,0,1,1,0,1,0
2/8/24 5:05,36,60,100,255,255,255,0,1,1,0,1,0
2/8/24 5:10,36,61,100,255,255,255,0,1,1,0,1,0
2/8/24 5:15,36,60,100,255,255,255,0,1,1,0,1,0
2/8/24 5:30,36,58,100,255,255,255,0,1,1,0,1,0
2/8/24 5:40,36,59,100,255,255,255,0,1,1,0,1,0
2/8/24 5:45,36,60,100,255,255,255,0,1,1,0,1,0
2/8/24 5:50,36,59,100,255,255,255,0,1,1,0,1,0
2/22/24 3:48,36,60,100,255,255,255,0,1,1,0,1,0
2/22/24 5:53,36,60,100,255,255,255,0,1,1,0,1,0
2/22/24 5:58,36,60,100,255,255,255,0,1,1,0,1,0
3/14/24 6:47,36,0,0,255,255,255,0,1,0,1,0,1
3/28/24 6:50,36,0,0,255,255,255,0,1,0,1,0,1
3/30/24 5:18,36,0,0,255,255,255,0,1,0,1,0,1
3/30/24 5:19,36,0,0,255,255,255,0,1,0,1,0,1
12/3/23 4:59,35,0,88,185,190,160,0,1,0,1,1,0
12/3/23 4:49,35,12,88,185,190,160,0,1,0,1,1,0
12/3/23 4:44,35,0,88,185,190,160,0,1,0,1,1,0
1/1/24 4:41,35,73,100,178,186,157,0,1,1,0,1,0
1/1/24 4:46,35,70,100,178,186,157,0,1,1,0,1,0
1/1/24 5:01,35,72,83,178,186,157,0,1,1,0,1,0
1/1/24 5:06,35,71,88,178,186,157,0,1,1,0,1,0
1/1/24 5:11,35,73,90,178,186,157,0,1,1,0,1,0
1/1/24 5:16,35,70,94,178,186,157,0,1,1,0,1,0
1/1/24 5:21,35,73,88,178,186,157,0,1,1,0,1,0
1/1/24 5:26,35,71,84,178,186,157,0,1,1,0,1,0
1/1/24 5:31,35,72,87,178,186,157,0,1,1,0,1,0
1/1/24 5:36,35,69,100,178,186,157,0,1,1,0,1,0
1/14/24 5:41,35,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:42,35,50,7,255,255,255,0,1,1,0,0,1
1/14/24 5:42,35,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:42,35,52,0,255,255,255,0,1,1,0,0,1
1/14/24 5:42,35,49,70,255,255,255,0,1,1,0,1,0
1/14/24 5:43,35,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:43,35,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:43,35,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:44,35,49,0,255,255,255,0,1,1,0,0,1
1/14/24 5:44,35,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:45,35,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:46,35,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:46,35,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:47,35,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:47,35,50,61,255,255,255,0,1,1,0,0,1
1/14/24 5:48,35,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:48,35,49,0,255,255,255,0,1,1,0,0,1
1/14/24 5:48,35,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:48,35,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:49,35,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:49,35,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:57,35,51,0,255,255,255,0,1,1,0,0,1
1/14/24 5:57,35,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:57,35,47,100,255,255,255,0,1,1,0,1,0
1/14/24 5:59,35,50,0,255,255,255,0,1,1,0,0,1
1/14/24 6:01,35,50,7,255,255,255,0,1,1,0,0,1
1/14/24 6:01,35,48,0,255,255,255,0,1,1,0,0,1
1/14/24 6:01,35,46,0,255,255,255,0,1,1,0,0,1
1/18/24 4:47,35,63,100,255,255,255,0,1,1,0,1,0
1/18/24 6:22,35,63,100,255,255,255,0,1,1,0,1,0
1/25/24 2:46,35,66,100,255,255,255,0,1,1,0,1,0
1/25/24 2:51,35,66,100,255,255,255,0,1,1,0,1,0
1/25/24 2:56,35,66,100,255,255,255,0,1,1,0,1,0
1/25/24 4:16,35,67,100,255,255,255,0,1,1,0,1,0
1/28/24 2:51,35,60,100,255,255,255,0,1,1,0,1,0
1/28/24 2:56,35,57,100,255,255,255,0,1,1,0,1,0
2/5/24 2:40,35,59,100,255,255,255,0,1,1,0,1,0
2/5/24 2:45,35,61,100,255,255,255,0,1,1,0,1,0
2/7/24 5:25,35,61,100,255,255,255,0,1,1,0,1,0
2/7/24 5:30,35,62,100,255,255,255,0,1,1,0,1,0
2/7/24 5:35,35,62,100,255,255,255,0,1,1,0,1,0
2/7/24 5:40,35,61,100,255,255,255,0,1,1,0,1,0
2/7/24 5:50,35,59,100,255,255,255,0,1,1,0,1,0
2/7/24 5:55,35,62,100,255,255,255,0,1,1,0,1,0
2/7/24 6:00,35,60,100,255,255,255,0,1,1,0,1,0
2/7/24 6:05,35,61,100,255,255,255,0,1,1,0,1,0
2/7/24 6:10,35,61,100,255,255,255,0,1,1,0,1,0
2/8/24 3:45,35,62,100,255,255,255,0,1,1,0,1,0
2/8/24 3:50,35,63,100,255,255,255,0,1,1,0,1,0
2/8/24 3:55,35,59,100,255,255,255,0,1,1,0,1,0
2/8/24 4:00,35,61,100,255,255,255,0,1,1,0,1,0
2/8/24 4:05,35,61,100,255,255,255,0,1,1,0,1,0
2/8/24 4:10,35,60,100,255,255,255,0,1,1,0,1,0
2/8/24 4:15,35,60,100,255,255,255,0,1,1,0,1,0
2/8/24 4:20,35,61,100,255,255,255,0,1,1,0,1,0
2/8/24 5:00,35,62,100,255,255,255,0,1,1,0,1,0
2/8/24 6:25,35,59,100,255,255,255,0,1,1,0,1,0
2/22/24 3:43,35,61,100,255,255,255,0,1,1,0,1,0
2/22/24 3:53,35,61,100,255,255,255,0,1,1,0,1,0
2/22/24 3:58,35,61,100,255,255,255,0,1,1,0,1,0
2/22/24 4:03,35,62,100,255,255,255,0,1,1,0,1,0
2/22/24 4:08,35,61,100,255,255,255,0,1,1,0,1,0
2/22/24 4:18,35,60,100,255,255,255,0,1,1,0,1,0
2/22/24 5:03,35,60,100,255,255,255,0,1,1,0,1,0
2/22/24 5:08,35,62,100,255,255,255,0,1,1,0,1,0
2/22/24 5:18,35,60,100,255,255,255,0,1,1,0,1,0
2/22/24 5:23,35,60,100,255,255,255,0,1,1,0,1,0
2/22/24 5:28,35,59,100,255,255,255,0,1,1,0,1,0
2/22/24 5:33,35,59,100,255,255,255,0,1,1,0,1,0
2/22/24 6:03,35,60,100,255,255,255,0,1,1,0,1,0
2/22/24 6:08,35,61,100,255,255,255,0,1,1,0,1,0
2/22/24 6:13,35,60,100,255,255,255,0,1,1,0,1,0
2/22/24 6:18,35,60,100,255,255,255,0,1,1,0,1,0
3/14/24 6:47,35,0,0,255,255,255,0,1,0,1,0,1
3/14/24 6:47,35,0,15,255,255,255,0,1,0,1,0,1
3/14/24 6:48,35,0,0,255,255,255,0,1,0,1,0,1
3/14/24 6:49,35,0,0,255,255,255,0,1,0,1,0,1
3/14/24 6:50,35,0,0,255,255,255,0,1,0,1,0,1
3/14/24 6:51,35,0,0,255,255,255,0,1,0,1,0,1
3/14/24 6:52,35,0,0,255,255,255,0,1,0,1,0,1
3/28/24 6:50,35,0,0,255,255,255,0,1,0,1,0,1
3/28/24 6:51,35,0,0,255,255,255,0,1,0,1,0,1
3/28/24 6:52,35,0,0,255,255,255,0,1,0,1,0,1
3/28/24 6:53,35,0,0,255,255,255,0,1,0,1,0,1
3/29/24 3:29,35,0,0,255,255,255,0,1,0,1,0,1
3/30/24 5:19,35,0,1,255,255,255,0,1,0,1,0,1
3/30/24 5:19,35,0,4,255,255,255,0,1,0,1,0,1
3/30/24 5:19,35,0,6,255,255,255,0,1,0,1,0,1
3/30/24 5:19,35,0,0,255,255,255,0,1,0,1,0,1
3/30/24 5:20,35,0,16,255,255,255,0,1,0,1,0,1
3/30/24 5:20,35,0,38,255,255,255,0,1,0,1,0,1
12/3/23 5:04,34,70,88,185,190,160,0,1,1,0,1,0
12/3/23 4:54,34,0,88,185,190,160,0,1,0,1,1,0
12/3/23 4:39,34,58,88,185,190,160,0,1,1,0,0,1
12/3/23 4:34,34,57,88,185,190,160,0,1,1,0,1,0
12/4/23 2:59,34,75,84,185,190,160,0,1,1,0,1,0
12/4/23 2:54,34,74,84,185,190,160,0,1,1,0,1,0
12/4/23 2:49,34,73,84,185,190,160,0,1,1,0,1,0
1/1/24 3:01,34,73,94,178,186,157,0,1,1,0,1,0
1/1/24 3:16,34,72,100,178,186,157,0,1,1,0,1,0
1/1/24 3:21,34,70,95,178,186,157,0,1,1,0,1,0
1/1/24 3:26,34,71,96,178,186,157,0,1,1,0,1,0
1/1/24 3:31,34,72,88,178,186,157,0,1,1,0,1,0
1/1/24 3:36,34,71,100,178,186,157,0,1,1,0,1,0
1/1/24 4:36,34,73,100,178,186,157,0,1,1,0,1,0
1/1/24 4:51,34,71,86,178,186,157,0,1,1,0,1,0
1/1/24 5:41,34,71,94,178,186,157,0,1,1,0,1,0
1/1/24 5:46,34,72,100,178,186,157,0,1,1,0,1,0
1/1/24 5:51,34,72,91,178,186,157,0,1,1,0,1,0
1/1/24 5:56,34,71,89,178,186,157,0,1,1,0,1,0
1/14/24 5:34,34,49,0,255,255,255,0,1,1,0,0,1
1/14/24 5:36,34,48,0,255,255,255,0,1,1,0,0,1
1/14/24 5:36,34,49,0,255,255,255,0,1,1,0,0,1
1/14/24 5:37,34,50,0,255,255,255,0,1,1,0,0,1
1/14/24 5:37,34,50,100,255,255,255,0,1,1,0,1,0
1/14/24 5:39,34,49,0,255,255,255,0,1,1,0,0,1
1/14/24 6:01,34,48,0,255,255,255,0,1,1,0,0,1
1/14/24 6:02,34,47,0,255,255,255,0,1,1,0,0,1
1/14/24 6:02,34,51,0,255,255,255,0,1,1,0,0,1
1/14/24 6:07,34,69,0,255,255,255,0,1,1,0,0,1
1/14/24 6:07,34,71,0,255,255,255,0,1,1,0,0,1
1/14/24 6:07,34,70,0,255,255,255,0,1,1,0,0,1
1/14/24 6:07,34,68,0,255,255,255,0,1,1,0,0,1
1/14/24 6:08,34,68,0,255,255,255,0,1,1,0,0,1
1/14/24 6:08,34,70,0,255,255,255,0,1,1,0,0,1
1/14/24 6:09,34,70,0,255,255,255,0,1,1,0,0,1
1/14/24 6:09,34,60,0,255,255,255,0,1,1,0,0,1
1/14/24 6:09,34,69,0,255,255,255,0,1,1,0,0,1
1/14/24 6:10,34,67,0,255,255,255,0,1,1,0,0,1
1/14/24 6:10,34,66,0,255,255,255,0,1,1,0,0,1
1/14/24 6:10,34,68,0,255,255,255,0,1,1,0,0,1
1/14/24 6:10,34,69,0,255,255,255,0,1,1,0,0,1
1/14/24 6:11,34,67,0,255,255,255,0,1,1,0,0,1
1/14/24 6:11,34,68,0,255,255,255,0,1,1,0,0,1
1/14/24 6:11,34,69,0,255,255,255,0,1,1,0,0,1
1/14/24 6:11,34,70,0,255,255,255,0,1,1,0,0,1
1/14/24 6:12,34,68,0,255,255,255,0,1,1,0,0,1
1/14/24 6:12,34,67,0,255,255,255,0,1,1,0,0,1
1/14/24 6:12,34,70,0,255,255,255,0,1,1,0,0,1
1/14/24 6:12,34,67,86,255,255,255,0,1,1,0,1,0
1/14/24 6:13,34,67,0,255,255,255,0,1,1,0,0,1
1/14/24 6:13,34,69,0,255,255,255,0,1,1,0,0,1
1/14/24 6:13,34,68,0,255,255,255,0,1,1,0,0,1
1/14/24 6:14,34,70,0,255,255,255,0,1,1,0,0,1
1/14/24 6:14,34,67,0,255,255,255,0,1,1,0,0,1
1/14/24 6:14,34,68,0,255,255,255,0,1,1,0,0,1
1/14/24 6:15,34,67,0,255,255,255,0,1,1,0,0,1
1/17/24 3:47,34,62,100,255,255,255,0,1,1,0,1,0
1/17/24 4:12,34,59,100,255,255,255,0,1,1,0,1,0
1/17/24 4:17,34,63,100,255,255,255,0,1,1,0,1,0
1/18/24 4:07,34,64,100,255,255,255,0,1,1,0,1,0
1/18/24 4:12,34,63,100,255,255,255,0,1,1,0,1,0
1/18/24 4:17,34,62,100,255,255,255,0,1,1,0,1,0
1/18/24 6:27,34,63,100,255,255,255,0,1,1,0,1,0
1/20/24 4:17,34,62,100,255,255,255,0,1,1,0,1,0
1/21/24 5:53,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 5:54,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 5:54,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 5:54,34,2,100,255,255,255,0,1,0,1,1,0
1/21/24 5:55,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 5:55,34,3,100,255,255,255,0,1,0,1,1,0
1/21/24 5:55,34,2,100,255,255,255,0,1,0,1,1,0
1/21/24 5:55,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 5:56,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 5:56,34,2,100,255,255,255,0,1,0,1,1,0
1/21/24 5:56,34,3,100,255,255,255,0,1,0,1,1,0
1/21/24 5:56,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 5:57,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 5:57,34,2,100,255,255,255,0,1,0,1,1,0
1/21/24 5:57,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 5:57,34,4,100,255,255,255,0,1,0,1,1,0
1/21/24 5:58,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 5:58,34,3,100,255,255,255,0,1,0,1,1,0
1/21/24 5:58,34,2,100,255,255,255,0,1,0,1,1,0
1/21/24 5:58,34,4,100,255,255,255,0,1,0,1,1,0
1/21/24 5:58,34,5,100,255,255,255,0,1,0,1,1,0
1/21/24 5:58,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 5:59,34,4,100,255,255,255,0,1,0,1,1,0
1/21/24 5:59,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 5:59,34,2,100,255,255,255,0,1,0,1,1,0
1/21/24 5:59,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 6:00,34,3,100,255,255,255,0,1,0,1,1,0
1/21/24 6:00,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 6:00,34,2,100,255,255,255,0,1,0,1,1,0
1/21/24 6:00,34,6,100,255,255,255,0,1,0,1,1,0
1/21/24 6:00,34,4,100,255,255,255,0,1,0,1,1,0
1/21/24 6:00,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 6:01,34,1,100,255,255,255,0,1,0,1,1,0
1/21/24 6:01,34,4,100,255,255,255,0,1,0,1,1,0
1/21/24 6:01,34,0,100,255,255,255,0,1,0,1,1,0
1/21/24 6:01,34,2,100,255,255,255,0,1,0,1,1,0
1/23/24 3:36,34,69,100,255,255,255,0,1,1,0,1,0
1/23/24 3:41,34,71,100,255,255,255,0,1,1,0,1,0
1/23/24 3:46,34,72,100,255,255,255,0,1,1,0,1,0
1/23/24 3:51,34,72,100,255,255,255,0,1,1,0,1,0
1/23/24 3:56,34,73,100,255,255,255,0,1,1,0,1,0
1/23/24 4:01,34,70,100,255,255,255,0,1,1,0,1,0
1/23/24 4:06,34,70,100,255,255,255,0,1,1,0,1,0
1/23/24 4:11,34,71,100,255,255,255,0,1,1,0,1,0
1/24/24 3:56,34,55,100,255,255,255,0,1,1,0,1,0
1/24/24 4:06,34,54,100,255,255,255,0,1,1,0,1,0
1/25/24 2:31,34,68,100,255,255,255,0,1,1,0,1,0
1/25/24 2:36,34,69,100,255,255,255,0,1,1,0,1,0
1/25/24 2:41,34,68,100,255,255,255,0,1,1,0,1,0
1/28/24 2:26,34,61,100,255,255,255,0,1,1,0,1,0
1/28/24 2:31,34,60,100,255,255,255,0,1,1,0,1,0
1/28/24 2:36,34,58,100,255,255,255,0,1,1,0,1,0
1/28/24 2:41,34,59,100,255,255,255,0,1,1,0,1,0
1/28/24 2:46,34,61,100,255,255,255,0,1,1,0,1,0
1/28/24 3:01,34,58,100,255,255,255,0,1,1,0,1,0
1/31/24 5:11,34,61,100,255,255,255,0,1,1,0,1,0
1/31/24 5:16,34,60,100,255,255,255,0,1,1,0,1,0
1/31/24 5:21,34,61,100,255,255,255,0,1,1,0,1,0
1/31/24 5:26,34,59,100,255,255,255,0,1,1,0,1,0
1/31/24 5:31,34,61,100,255,255,255,0,1,1,0,1,0
1/31/24 5:35,34,60,100,255,255,255,0,1,1,0,1,0
1/31/24 5:40,34,61,100,255,255,255,0,1,1,0,1,0
1/31/24 5:46,34,60,100,255,255,255,0,1,1,0,1,0
1/31/24 5:51,34,59,100,255,255,255,0,1,1,0,1,0
1/31/24 5:56,34,58,100,255,255,255,0,1,1,0,1,0
1/31/24 6:01,34,60,100,255,255,255,0,1,1,0,1,0
1/31/24 6:06,34,60,100,255,255,255,0,1,1,0,1,0
1/31/24 6:10,34,60,100,255,255,255,0,1,1,0,1,0
1/31/24 6:15,34,60,100,255,255,255,0,1,1,0,1,0
2/2/24 6:20,34,61,100,255,255,255,0,1,1,0,1,0
2/5/24 2:30,34,58,100,255,255,255,0,1,1,0,1,0
2/5/24 2:35,34,61,100,255,255,255,0,1,1,0,1,0
2/5/24 3:05,34,59,100,255,255,255,0,1,1,0,1,0
2/6/24 3:00,34,59,100,255,255,255,0,1,1,0,1,0
2/6/24 5:30,34,58,100,255,255,255,0,1,1,0,1,0
2/6/24 5:35,34,59,100,255,255,255,0,1,1,0,1,0
2/7/24 5:05,34,61,100,255,255,255,0,1,1,0,1,0
2/7/24 5:10,34,60,100,255,255,255,0,1,1,0,1,0
2/7/24 5:15,34,64,100,255,255,255,0,1,1,0,1,0
2/7/24 5:20,34,58,100,255,255,255,0,1,1,0,1,0
2/7/24 6:15,34,62,100,255,255,255,0,1,1,0,1,0
2/7/24 6:20,34,59,100,255,255,255,0,1,1,0,1,0
2/8/24 3:20,34,61,100,255,255,255,0,1,1,0,1,0
2/8/24 3:25,34,60,100,255,255,255,0,1,1,0,1,0
2/8/24 3:30,34,61,100,255,255,255,0,1,1,0,1,0
2/8/24 3:35,34,60,100,255,255,255,0,1,1,0,1,0
2/8/24 3:40,34,60,100,255,255,255,0,1,1,0,1,0
2/8/24 4:25,34,60,100,255,255,255,0,1,1,0,1,0
2/8/24 4:30,34,61,100,255,255,255,0,1,1,0,1,0
2/8/24 4:35,34,60,100,255,255,255,0,1,1,0,1,0
2/8/24 4:40,34,61,100,255,255,255,0,1,1,0,1,0
2/8/24 4:45,34,60,100,255,255,255,0,1,1,0,1,0
2/8/24 4:50,34,58,100,255,255,255,0,1,1,0,1,0
2/8/24 4:55,34,61,100,255,255,255,0,1,1,0,1,0
2/11/24 5:14,34,61,100,255,255,255,0,1,1,0,1,0
2/11/24 5:19,34,59,100,255,255,255,0,1,1,0,1,0
2/11/24 5:24,34,59,100,255,255,255,0,1,1,0,1,0
2/11/24 5:29,34,61,100,255,255,255,0,1,1,0,1,0
2/11/24 5:34,34,60,100,255,255,255,0,1,1,0,1,0
2/11/24 5:49,34,60,100,255,255,255,0,1,1,0,1,0
2/11/24 5:54,34,60,100,255,255,255,0,1,1,0,1,0
2/11/24 5:59,34,59,100,255,255,255,0,1,1,0,1,0
2/11/24 6:04,34,59,100,255,255,255,0,1,1,0,1,0
2/11/24 6:09,34,58,100,255,255,255,0,1,1,0,1,0
2/11/24 6:14,34,58,100,255,255,255,0,1,1,0,1,0
2/11/24 6:19,34,60,100,255,255,255,0,1,1,0,1,0
2/11/24 6:24,34,59,100,255,255,255,0,1,1,0,1,0
2/11/24 6:29,34,60,100,255,255,255,0,1,1,0,1,0
2/12/24 5:44,34,60,100,255,255,255,0,1,1,0,1,0
2/12/24 5:49,34,61,100,255,255,255,0,1,1,0,1,0
2/12/24 5:54,34,60,100,255,255,255,0,1,1,0,1,0
2/12/24 5:59,34,59,100,255,255,255,0,1,1,0,1,0
2/12/24 6:04,34,63,100,255,255,255,0,1,1,0,1,0
2/12/24 6:09,34,62,100,255,255,255,0,1,1,0,1,0
2/12/24 6:14,34,59,100,255,255,255,0,1,1,0,1,0
2/12/24 6:19,34,61,100,255,255,255,0,1,1,0,1,0
2/12/24 6:34,34,61,100,255,255,255,0,1,1,0,1,0
2/22/24 3:33,34,59,100,255,255,255,0,1,1,0,1,0
2/22/24 3:38,34,63,100,255,255,255,0,1,1,0,1,0
2/22/24 4:13,34,60,100,255,255,255,0,1,1,0,1,0
2/22/24 4:23,34,61,100,255,255,255,0,1,1,0,1,0
2/22/24 4:28,34,59,100,255,255,255,0,1,1,0,1,0
2/22/24 5:13,34,59,100,255,255,255,0,1,1,0,1,0
2/22/24 5:38,34,61,100,255,255,255,0,1,1,0,1,0
2/22/24 5:43,34,62,100,255,255,255,0,1,1,0,1,0
2/22/24 5:48,34,60,100,255,255,255,0,1,1,0,1,0
2/22/24 6:23,34,61,100,255,255,255,0,1,1,0,1,0
2/22/24 6:28,34,59,100,255,255,255,0,1,1,0,1,0
2/22/24 6:33,34,60,100,255,255,255,0,1,1,0,1,0
2/22/24 6:43,34,62,100,255,255,255,0,1,1,0,1,0
2/23/24 3:53,34,61,100,255,255,255,0,1,1,0,1,0
3/29/24 3:30,34,0,0,255,255,255,0,1,0,1,0,1
3/30/24 5:20,34,0,20,255,255,255,0,1,0,1,0,1
3/30/24 5:20,34,0,0,255,255,255,0,1,0,1,0,1
3/30/24 5:21,34,0,0,255,255,255,0,1,0,1,0,1
12/1/23 5:13,33,59,100,185,190,160,0,1,1,0,1,0
12/1/23 5:08,33,60,100,185,190,160,0,1,1,0,1,0
12/1/23 5:04,33,59,100,185,190,160,0,1,1,0,1,0
11/28/23 4:41,33,62,100,185,190,160,0,1,1,0,1,0
11/28/23 4:36,33,63,100,185,190,160,0,1,1,0,1,0
11/28/23 4:31,33,62,100,185,190,160,0,1,1,0,1,0
12/3/23 4:29,33,56,88,185,190,160,0,1,1,0,1,0
12/3/23 4:24,33,58,88,185,190,160,0,1,1,0,1,0
12/3/23 3:49,33,60,88,185,190,160,0,1,1,0,1,0
12/3/23 3:44,33,60,88,185,190,160,0,1,1,0,1,0
12/3/23 3:39,33,60,88,185,190,160,0,1,1,0,1,0
12/3/23 3:34,33,60,88,185,190,160,0,1,1,0,1,0
12/3/23 3:24,33,60,88,185,190,160,0,1,1,0,1,0
12/3/23 3:19,33,60,88,185,190,160,0,1,1,0,1,0
12/3/23 3:14,33,60,88,185,190,160,0,1,1,0,1,0
12/3/23 2:59,33,62,88,185,190,160,0,1,1,0,1,0
12/3/23 2:49,33,62,88,185,190,160,0,1,1,0,1,0
12/3/23 2:34,33,64,88,185,190,160,0,1,1,0,1,0
12/4/23 2:44,33,73,84,185,190,160,0,1,1,0,1,0
12/4/23 2:34,33,75,84,185,190,160,0,1,1,0,1,0
12/4/23 2:29,33,74,84,185,190,160,0,1,1,0,1,0
12/7/23 3:01,33,64,64,183,187,158,0,1,1,0,0,1
12/7/23 2:56,33,64,64,183,187,158,0,1,1,0,0,1
12/7/23 2:51,33,64,64,183,187,158,0,1,1,0,1,0
12/16/23 5:37,33,79,100,178,186,157,0,1,1,0,1,0
