timestamp,temperature,humidity,ventilator,humidifier,curtain
2025-04-16 17:03:35,33.0,0.0,On,On,Open
2025-04-16 17:13:01,33.0,0.0,On,On,Open
2025-04-16 17:17:33,33.0,0.0,On,On,Open
2025-04-16 17:17:40,33.0,0.0,On,On,Open
2025-04-16 17:22:07,33.0,0.0,On,On,Open
2025-04-16 17:29:23,33.0,0.0,On,On,Open
2025-04-16 17:31:54,33.0,0.0,On,On,Open
